drugbank_id,drug_name,fda_app_n,atc_codes
DB00117,Histidine,NDA017673|NDA017673|NDA017673|NDA017789|ANDA017673|NDA019374|NDA017673|NDA017673|NDA017673|NDA017789|NDA017673|NDA017789|NDA017789|NDA017673|ANDA020345|NDA020015|NDA020041|NDA019438|NDA019438|NDA019438|NDA020041|NDA020015|NDA020015|NDA020041|NDA019682|NDA019681|NDA019681|NDA019682|NDA019681|NDA019681|NDA019437|NDA019683|NDA019683|NDA019683|NDA018429|NDA017673|NDA019398|NDA019492|NDA019492|NDA019398|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|ANDA020512|NDA016822|NDA016822|NDA016822|NDA016822|NDA016822|NDA016822|NDA018676|ANDA020360|ANDA020360|NDA200656|NDA017766|NDA017957|NDA200656|ANDA091112|ANDA091112|ANDA091112|ANDA075880|ANDA075880|NDA018582|NDA020849|NDA017493|NDA020173|NDA020173|ANDA020177|NDA018931|NDA018931|NDA018931|NDA019018|NDA019018|NDA019018,
DB00118,Ademetionine,,A16AA02
DB00119,Pyruvic acid,BN950522,
DB00120,Phenylalanine,NDA017673|NDA017673|NDA017673|NDA017789|ANDA017673|NDA019374|NDA017673|NDA017673|NDA017673|NDA017789|NDA017673|NDA017789|NDA017789|NDA017673|ANDA020345|NDA020015|NDA020041|NDA019438|NDA019438|NDA019438|NDA020041|NDA020015|NDA020015|NDA020041|NDA019682|NDA019681|NDA019681|NDA019682|NDA019681|NDA019681|NDA019437|NDA019683|NDA019683|NDA019683|NDA018429|NDA017673|NDA019398|NDA019492|NDA019492|NDA019398|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|ANDA020512|NDA016822|NDA016822|NDA016822|NDA016822|NDA016822|NDA016822|NDA018676|ANDA020360|ANDA020360|NDA200656|NDA017766|NDA017957|NDA200656|ANDA091112|ANDA091112|ANDA091112|ANDA075880|ANDA075880|NDA018582|NDA020849|NDA017493|NDA020173|NDA020173|NDA018931|NDA018931|NDA018931|NDA019018|NDA019018|NDA019018,
DB00121,Biotin,NDA021559|NDA021163|NDA021163|NDA021559|ANDA075357|NDA021163|NDA021163|NDA021265|NDA021265|NDA021625|NDA021625|NDA018920|NDA008809|ANDA075357|ANDA090973|NDA021646|NDA021265|NDA021646|NDA021265|ANDA075357,A11HA05
DB00122,Choline,,
DB00123,Lysine,NDA017673|NDA017673|NDA017673|NDA017789|ANDA017673|NDA019374|NDA017673|NDA017673|NDA017673|NDA017789|NDA017673|NDA017789|NDA017789|NDA017673|ANDA020345|NDA020015|NDA020041|NDA019438|NDA019438|NDA019438|NDA020041|NDA020015|NDA020015|NDA020041|NDA019682|NDA019681|NDA019681|NDA019682|NDA019681|NDA019681|NDA019437|NDA019683|NDA019683|NDA019683|NDA018429|NDA017673|NDA019398|NDA019492|NDA019492|NDA019398|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|ANDA020512|NDA016822|NDA016822|NDA016822|NDA016822|NDA016822|NDA016822|NDA018676|ANDA020360|ANDA020360|NDA200656|NDA017766|NDA017957|NDA200656|ANDA091112|ANDA091112|ANDA091112|ANDA075880|ANDA075880|NDA018582|NDA020849|NDA017493|NDA020173|NDA020173|ANDA020177|NDA018931|NDA018931|NDA018931|NDA019018|NDA019018|NDA019018,V03AF11|B05XB03
DB00125,Arginine,NDA017673|NDA017673|NDA017673|NDA017789|ANDA017673|NDA019374|NDA017673|NDA017673|NDA017673|NDA017789|NDA017673|NDA017789|NDA017789|NDA017673|ANDA020345|NDA020015|NDA020041|NDA019438|NDA019438|NDA019438|NDA020041|NDA020015|NDA020015|NDA020041|NDA019682|NDA019681|NDA019681|NDA019682|NDA019681|NDA019681|NDA019437|NDA019683|NDA019683|NDA019683|NDA018429|NDA017673|NDA019398|NDA019492|NDA019492|NDA019398|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|ANDA020512|NDA016822|NDA016822|NDA016822|NDA016822|NDA016822|NDA016822|NDA018676|ANDA020360|ANDA020360|NDA200656|NDA017957|NDA200656|ANDA091112|ANDA091112|ANDA091112|ANDA075880|ANDA075880|NDA018582|NDA020849|NDA016931|NDA017493|NDA020173|NDA020173|ANDA020177|NDA018931|NDA018931|NDA018931|NDA019018|NDA019018|NDA019018,V03AF11|B05XB01
DB00126,Ascorbic acid,NDA021559|NDA021163|NDA021163|NDA021559|NDA209112|ANDA217131|part310.545|part347|NDA021163|NDA021163|NDA021265|NDA021265|NDA021625|NDA021625|NDA018920|NDA008809|NDA021881|NDA021881|na|ANDA090973|NDA021646|NDA021265|NDA021646|NDA021265|NDA021881|ANDA090145|NDA209381|ANDA075357,G01AD03|A11GA01|A11GB01|S01XA15
DB00127,Spermine,,
DB00128,Aspartic acid,NDA020015|NDA020041|NDA019438|NDA019438|NDA019438|NDA020041|NDA020015|NDA020015|NDA020041|NDA019682|NDA019681|NDA019681|NDA019682|NDA019681|NDA019681|NDA019437|NDA019683|NDA019683|NDA019683|NDA019398|NDA019492|NDA019492|NDA019398|ANDA020512|NDA200656|NDA017957|NDA200656|ANDA091112|ANDA091112|ANDA091112|ANDA075880|ANDA075880|NDA020849|NDA019018|NDA019018|NDA019018,
DB00129,Ornithine,,A05BA06
DB00130,L-Glutamine,NDA208587|ANDA215647|NDA021667,A16AA03
DB00131,Adenosine phosphate,,
DB00132,alpha-Linolenic acid,,
DB00133,Serine,NDA017673|NDA017673|NDA017673|NDA017789|ANDA017673|NDA019374|NDA017673|NDA017673|NDA017673|NDA017789|NDA017673|NDA017789|NDA017789|NDA017673|ANDA020345|NDA020015|NDA020041|NDA019438|NDA019438|NDA019438|NDA020041|NDA020015|NDA020015|NDA020041|NDA019682|NDA019681|NDA019681|NDA019682|NDA019681|NDA019681|NDA019437|NDA019683|NDA019683|NDA019683|NDA017673|NDA019398|NDA019492|NDA019492|NDA019398|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|ANDA020512|NDA016822|NDA016822|NDA016822|NDA016822|NDA016822|NDA016822|NDA018676|ANDA020360|ANDA020360|NDA200656|NDA017957|NDA200656|ANDA091112|ANDA091112|ANDA091112|ANDA075880|ANDA075880|NDA018582|NDA020849|NDA017493|NDA018931|NDA019018|NDA019018|NDA019018,
DB00134,Methionine,NDA017673|NDA017673|NDA017673|NDA017789|ANDA017673|NDA019374|NDA017673|NDA017673|NDA017673|NDA017789|NDA017673|NDA017789|NDA017789|NDA017673|ANDA020345|NDA020015|NDA020041|NDA019438|NDA019438|NDA019438|NDA020041|NDA020015|NDA020015|NDA020041|NDA019682|NDA019681|NDA019681|NDA019682|NDA019681|NDA019681|NDA019437|NDA019683|NDA019683|NDA019683|NDA018429|NDA017673|NDA019398|NDA019492|NDA019492|NDA019398|part347|part349|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|ANDA020512|NDA016822|NDA016822|NDA016822|NDA016822|NDA016822|NDA016822|NDA018676|ANDA020360|ANDA020360|NDA200656|NDA017766|NDA017957|NDA200656|ANDA091112|ANDA091112|ANDA091112|ANDA075880|ANDA075880|NDA018582|NDA020849|NDA017493|NDA018931|NDA020173|NDA020173|ANDA020177|NDA018931|NDA018931|NDA019018|NDA019018|NDA019018,V03AB26
DB00135,Tyrosine,NDA017673|NDA017673|NDA017673|NDA017789|ANDA017673|NDA019374|NDA017673|NDA017673|NDA017673|NDA017789|NDA017673|NDA017789|NDA017789|NDA017673|NDA017673|NDA019398|NDA019492|NDA019492|NDA019398|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|ANDA020512|NDA200656|NDA017957|NDA200656|ANDA091112|ANDA091112|ANDA091112|ANDA075880|ANDA075880|NDA020849|NDA017493|NDA018931|NDA020173|NDA020173|ANDA020177|NDA018931|NDA018931|NDA019018|NDA019018|NDA019018,
DB00136,Calcitriol,NDA018874|ANDA075765|ANDA075765|ANDA077102|ANDA075746|ANDA075823|NDA018044|NDA018044|ANDA076917|ANDA075765|ANDA075765|ANDA091174|ANDA075836|NDA018044|ANDA091174|ANDA091174|ANDA078066|ANDA078066|ANDA078066|ANDA075746|ANDA091356|ANDA075765|ANDA075765|ANDA091174|ANDA091174|ANDA091174|NDA018044|NDA018044|NDA021068|ANDA075765|ANDA075765|ANDA091174|ANDA091174|ANDA091174|ANDA091174|ANDA209798|NDA022087|ANDA091356|ANDA091174|ANDA091174|ANDA076242|ANDA091174|ANDA091174|ANDA091356|ANDA091356|ANDA076242|ANDA076917|ANDA203289|ANDA203289|ANDA075765|ANDA075765|ANDA076917|ANDA211030|ANDA076917|ANDA091356|ANDA091356|ANDA204556|ANDA204556|ANDA075765|ANDA075765|ANDA091356|ANDA091356|ANDA075765|ANDA091356|ANDA091174|ANDA091174|ANDA076917|ANDA075765|ANDA075765|ANDA091174|ANDA075765|ANDA091356|ANDA091356|ANDA211030|ANDA091174|ANDA091174|ANDA203973|ANDA091356|ANDA091356|ANDA075765|NDA022087|NDA018044|NDA018044|NDA018044|NDA018044|NDA021068|NDA018044|NDA018044|NDA022087,D05AX03|A11CC04
DB00137,Lutein,,
DB00138,Cystine,,
DB00139,Succinic acid,,
DB00140,Riboflavin,ANDA090973,A11HA04|S01XA26
DB00141,N-Acetylglucosamine,,
DB00142,Glutamic acid,NDA020015|NDA020041|NDA019438|NDA019438|NDA019438|NDA020041|NDA020015|NDA020015|NDA020041|NDA019682|NDA019681|NDA019681|NDA019682|NDA019681|NDA019681|NDA019437|NDA019683|NDA019683|NDA019683|NDA019398|NDA019492|NDA019492|NDA019398|ANDA020512|NDA200656|NDA017957|NDA200656|ANDA091112|ANDA091112|ANDA091112|ANDA075880|ANDA075880|NDA020849|NDA019018|NDA019018|NDA019018,A09AB01
DB00143,Glutathione,,V03AB32
DB00144,Phosphatidyl serine,ANDA078604,
DB00145,Glycine,NDA017673|NDA017673|NDA017673|NDA017789|ANDA017673|NDA019374|NDA017673|NDA017673|NDA017673|NDA017789|NDA017673|NDA017789|NDA017789|NDA017673|ANDA020345|NDA020015|NDA020041|NDA019438|NDA019438|NDA019438|NDA020041|NDA020015|NDA020015|NDA020041|NDA019682|NDA019681|NDA019681|NDA019682|NDA019681|NDA019681|NDA019437|NDA019683|NDA019683|NDA019683|NDA017673|NDA019398|NDA019492|NDA019492|NDA019398|part347|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|ANDA020512|NDA016822|NDA016822|NDA016822|NDA016822|NDA016822|NDA016822|NDA016784|NDA017865|NDA018315|NDA016784|NDA018315|NDA018676|ANDA020360|ANDA020360|NDA200656|NDA017957|NDA200656|ANDA091112|ANDA091112|ANDA091112|ANDA075880|ANDA075880|NDA018582|NDA020849|NDA017493|NDA018931|NDA020173|NDA020173|ANDA020177|NDA018931|NDA018931|NDA019018|NDA019018|NDA019018,B05CX03
DB00146,Calcifediol,NDA208010|NDA208010,A11CC06|H05BX05
DB00147,Pyridoxal,,
DB00148,Creatine,,
DB00149,Leucine,NDA017673|NDA017673|NDA017673|NDA017789|ANDA017673|NDA019374|NDA017673|NDA017673|NDA017673|NDA017789|NDA017673|NDA017789|NDA017789|NDA017673|ANDA020345|NDA020015|NDA020041|NDA019438|NDA019438|NDA019438|NDA020041|NDA020015|NDA020015|NDA020041|NDA019682|NDA019681|NDA019681|NDA019682|NDA019681|NDA019681|NDA019437|NDA019683|NDA019683|NDA019683|NDA018429|NDA017673|NDA019398|NDA019492|NDA019492|NDA019398|NDA018684|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|ANDA020512|NDA016822|NDA016822|NDA016822|NDA016822|NDA016822|NDA016822|NDA018676|ANDA020360|ANDA020360|NDA200656|NDA017766|NDA017957|NDA200656|ANDA091112|ANDA091112|ANDA091112|ANDA075880|ANDA075880|NDA018582|NDA020849|NDA017493|NDA018931|NDA020173|NDA020173|ANDA020177|NDA018931|NDA018931|NDA019018|NDA019018|NDA019018,
DB00150,Tryptophan,NDA017673|NDA017673|NDA017673|NDA017789|ANDA017673|NDA019374|NDA017673|NDA017673|NDA017673|NDA017789|NDA017673|NDA017789|NDA017789|NDA017673|ANDA020345|NDA020015|NDA020041|NDA019438|NDA019438|NDA019438|NDA020041|NDA020015|NDA020015|NDA020041|NDA019682|NDA019681|NDA019681|NDA019682|NDA019681|NDA019681|NDA019437|NDA019683|NDA019683|NDA019683|NDA018429|NDA017673|NDA019398|NDA019492|NDA019492|NDA019398|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|ANDA020512|NDA016822|NDA016822|NDA016822|NDA016822|NDA016822|NDA016822|NDA018676|ANDA020360|ANDA020360|NDA200656|NDA017766|NDA017957|NDA200656|ANDA091112|ANDA091112|ANDA091112|ANDA075880|ANDA075880|NDA018582|NDA020849|NDA017493|NDA018931|NDA020173|NDA020173|ANDA020177|NDA018931|NDA018931|NDA019018|NDA019018|NDA019018,N06AX02
DB00151,Cysteine,ANDA020345|NDA017673|NDA212535|NDA210660|NDA210660|NDA016822|NDA016822|NDA016822|NDA016822|NDA016822|NDA016822|NDA018676|ANDA020360|ANDA020360|NDA017766|NDA212535|ANDA075880|ANDA075880|NDA018582|NDA019018|NDA019018|NDA019018,
DB00152,Thiamine,NDA021559|NDA021163|NDA021163|NDA021559|part347|NDA021163|NDA021163|NDA021265|NDA021265|NDA021625|NDA021625|NDA018920|NDA008809|ANDA090973|NDA021646|NDA021265|NDA021646|NDA021265|ANDA080556|ANDA080556|ANDA080556|ANDA215692|ANDA215692|ANDA215692|ANDA080556|ANDA080556|ANDA080556|ANDA206106|ANDA091623|ANDA091623|ANDA080575|ANDA091623|ANDA091623|ANDA208703|ANDA080571|ANDA215692|ANDA080571|ANDA080575|ANDA218471|ANDA217800|ANDA217181|ANDA217181|ANDA080571,A11DA01
DB00153,Ergocalciferol,NDA003444|NDA003444|NDA003444|NDA003444|NDA003444|ANDA040833|ANDA091004|ANDA040833|ANDA091004|ANDA040833|ANDA091004|ANDA080704|ANDA040833|ANDA091004|ANDA091004|ANDA040833|ANDA080704|ANDA080704|ANDA040833|NDA003444|ANDA040833|ANDA040833|ANDA040833|ANDA091004|ANDA080704|ANDA040833|ANDA040833|ANDA080704|ANDA040833|ANDA080704|ANDA080704|ANDA080704|ANDA080704|ANDA040833|ANDA091004|ANDA080704|ANDA040833|ANDA080704|ANDA080704|ANDA080704|ANDA080704|ANDA040833|ANDA080704|ANDA080704|ANDA080704|ANDA080704|ANDA204276|ANDA040833|ANDA091004|ANDA040833|ANDA040833|NDA003444|ANDA204276|ANDA080704|ANDA204276|ANDA080704|ANDA204276|ANDA040833|ANDA080704|ANDA080704|ANDA080704|ANDA204276|ANDA204276|ANDA204276|ANDA204276|ANDA204276|ANDA204276|ANDA204276|ANDA204276|ANDA204276|NDA021625|NDA021625|NDA018920|NDA008809|ANDA040865|ANDA040865|ANDA090455|ANDA040865|ANDA040865|ANDA090455|ANDA090455|ANDA040865|ANDA040865|ANDA090455|ANDA080704|ANDA090455|ANDA090455|ANDA040865|ANDA040865|ANDA090455|ANDA090455|ANDA090455|ANDA090455|ANDA090455|ANDA090455|ANDA204276|ANDA090455|ANDA090455|ANDA090455|ANDA090455|ANDA090455|ANDA090455,A11CC01
DB00154,Daleuton,,
DB00155,Citrulline,,
DB00156,Threonine,NDA017673|NDA017673|NDA017673|NDA017789|ANDA017673|NDA019374|NDA017673|NDA017673|NDA017673|NDA017789|NDA017673|NDA017789|NDA017789|NDA017673|ANDA020345|NDA020015|NDA020041|NDA019438|NDA019438|NDA019438|NDA020041|NDA020015|NDA020015|NDA020041|NDA019682|NDA019681|NDA019681|NDA019682|NDA019681|NDA019681|NDA019437|NDA019683|NDA019683|NDA019683|NDA018429|NDA017673|NDA019398|NDA019492|NDA019492|NDA019398|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|ANDA020512|NDA016822|NDA016822|NDA016822|NDA016822|NDA016822|NDA016822|NDA018676|ANDA020360|ANDA020360|NDA200656|NDA017766|NDA017957|NDA200656|ANDA091112|ANDA091112|ANDA091112|ANDA075880|ANDA075880|NDA018582|NDA020849|NDA017493|NDA018931|NDA020173|NDA020173|ANDA020177|NDA018931|NDA018931|NDA019018|NDA019018|NDA019018,
DB00157,NADH,ANDA078604,
DB00158,Folic acid,NDA021559|NDA021163|NDA021163|NDA021559|ANDA040765|ANDA080600|ANDA040756|NDA080680|ANDA080600|ANDA080600|ANDA040625|ANDA040796|ANDA040796|ANDA090035|ANDA090035|ANDA040625|ANDA080600|ANDA090035|ANDA080600|ANDA040625|ANDA040756|ANDA040756|ANDA080600|ANDA040514|ANDA080600|ANDA091145|ANDA080600|ANDA090035|ANDA040756|ANDA090035|ANDA040796|ANDA090035|ANDA204418|ANDA090035|ANDA040796|ANDA040756|ANDA202437|ANDA040756|ANDA040625|ANDA040756|ANDA090035|ANDA040625|ANDA204418|ANDA040765|ANDA204418|ANDA202437|ANDA040796|ANDA040756|ANDA040625|ANDA040756|ANDA040625|ANDA040796|ANDA040756|ANDA040625|ANDA091145|ANDA040796|ANDA204418|ANDA040625|ANDA090035|ANDA040796|ANDA091145|ANDA204418|ANDA040796|ANDA040796|ANDA040625|ANDA202437|ANDA040756|ANDA204418|ANDA040756|ANDA202522|ANDA089202|ANDA091145|ANDA040625|ANDA040796|ANDA204418|ANDA091145|ANDA204418|ANDA040625|ANDA091145|ANDA204418|ANDA090035|ANDA091145|ANDA204418|ANDA204418|ANDA204418|ANDA040625|ANDA040756|ANDA090035|ANDA040756|ANDA040625|ANDA040625|ANDA040796|ANDA040756|ANDA091145|ANDA091145|ANDA040756|ANDA040625|ANDA040756|ANDA040796|ANDA040796|ANDA080680|ANDA040796|ANDA040756|ANDA040796|ANDA040625|ANDA040756|ANDA090035|ANDA090035|ANDA090035|ANDA091145|ANDA211064|ANDA211064|ANDA040796|ANDA091145|ANDA204418|ANDA090035|ANDA040625|ANDA040796|ANDA040796|ANDA040625|ANDA211064|ANDA211064|ANDA040625|ANDA204418|ANDA040625|ANDA040625|ANDA204418|ANDA040625|ANDA211064|ANDA040625|ANDA211064|ANDA040625|ANDA040625|ANDA211064|ANDA211064|ANDA211064|ANDA091145|ANDA040625|ANDA040625|ANDA204418|ANDA202437|ANDA211064|ANDA211064|ANDA040796|ANDA091145|ANDA091145|ANDA211064|ANDA211064|ANDA211064|ANDA202437|ANDA040796|ANDA202437|ANDA202437|ANDA202437|ANDA202437|ANDA091145|ANDA211064|ANDA091145|ANDA211064|ANDA211064|ANDA204418|ANDA091145|ANDA211064|NDA021163|NDA021163|NDA021265|NDA021265|NDA021625|NDA021625|NDA018920|NDA008809|na|ANDA090973|NDA021646|NDA021265|NDA021646|NDA021265|ANDA078604,B03AE02|B03AD04|V04CX02|B03AD01|B03BB51|B03AD03|B03BB01|B03AE01|B03AD05|B03AD02
DB00159,Icosapent,na,
DB00160,Alanine,NDA017673|NDA017673|NDA017673|NDA017789|ANDA017673|NDA019374|NDA017673|NDA017673|NDA017673|NDA017789|NDA017673|NDA017789|NDA017789|NDA017673|ANDA020345|NDA020015|NDA020041|NDA019438|NDA019438|NDA019438|NDA020041|NDA020015|NDA020015|NDA020041|NDA019682|NDA019681|NDA019681|NDA019682|NDA019681|NDA019681|NDA019437|NDA019683|NDA019683|NDA019683|NDA017673|NDA019398|NDA019492|NDA019492|NDA019398|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020734|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|NDA020678|ANDA020512|NDA016822|NDA016822|NDA016822|NDA016822|NDA016822|NDA016822|NDA018676|ANDA020360|ANDA020360|NDA200656|NDA017957|NDA200656|ANDA091112|ANDA091112|ANDA091112|ANDA075880|ANDA075880|NDA018582|NDA020849|NDA017493|NDA018931|NDA020173|NDA020173|ANDA020177|NDA018931|NDA018931|NDA019018|NDA019018|NDA019018,
