flat,drug_name,side_effect_se,freq_mean_y
CID100004158,methylphenidate,Cerebrovascular disorder,5e-05
CID100004158,methylphenidate,Chest pain,0.0005
CID100004158,methylphenidate,Infection,0.0207
CID100004158,methylphenidate,Confusional state,0.0075
CID100004158,methylphenidate,Feeling abnormal,0.0075
CID100004158,methylphenidate,Connective tissue disorder,0.0085
CID100004158,methylphenidate,Constipation,0.011
CID100004158,methylphenidate,Contusion,0.0005
CID100004158,methylphenidate,Cough,0.09300000000000001
CID100004158,methylphenidate,Sudden death,0.0005
CID100004158,methylphenidate,Disturbance in sexual arousal,0.01025
CID100004158,methylphenidate,Libido decreased,0.01025
CID100004158,methylphenidate,Depression,0.011
CID100004158,methylphenidate,Dermatitis,0.0675
CID100004158,methylphenidate,Dermatitis exfoliative,0.00035000000000000005
CID100004158,methylphenidate,Diarrhoea,0.024
CID100004158,methylphenidate,Diplopia,0.0005
CID100004158,methylphenidate,Dizziness,0.07111050000000001
CID100004158,methylphenidate,Somnolence,0.1052
CID100004158,methylphenidate,Dyskinesia,0.16866666666666666
CID100004158,methylphenidate,Dyspepsia,0.07954545454545454
CID100004158,methylphenidate,Dyspnoea,0.009000000000000001
CID100004158,methylphenidate,Eczema,0.0005
CID100004158,methylphenidate,Oedema,0.0005
CID100004158,methylphenidate,Grand mal convulsion,0.0005
CID100004158,methylphenidate,Erythema multiforme,0.00037142857142857143
CID100004158,methylphenidate,Rash,0.08296153846153846
CID100004158,methylphenidate,Excoriation,0.0135
CID100004158,methylphenidate,Eye disorder,0.005833333333333334
CID100004158,methylphenidate,Fatigue,0.0445
CID100004158,methylphenidate,Body temperature increased,0.10740000000000001
CID100004158,methylphenidate,Gastrointestinal disorder,0.2083846153846154
CID100004158,methylphenidate,Hallucination,0.0005
CID100004158,methylphenidate,Headache,0.17230887391304348
CID100004158,methylphenidate,Cardiac arrest,0.0005
CID100004158,methylphenidate,Cardiac disorder,0.016166666666666666
CID100004158,methylphenidate,Haemorrhage,0.0005
CID100004158,methylphenidate,Haemoglobin,0.0005
CID100004158,methylphenidate,Coma hepatic,0.00035000000000000005
CID100004158,methylphenidate,Hyperhidrosis,0.127
CID100004158,methylphenidate,Hypersensitivity,0.00035000000000000005
CID100004158,methylphenidate,Hypertension,0.019
CID100004158,methylphenidate,Hypoglycaemia,0.0005
CID100004158,methylphenidate,Immune system disorder,0.0005
CID100004158,methylphenidate,Inflammation,0.0005
CID100004158,methylphenidate,Irritability,0.06201636315789474
CID100004158,methylphenidate,Muscle spasms,0.00521
CID100004158,methylphenidate,Lethargy,0.0496894
CID100004158,methylphenidate,Leukopenia,0.00035000000000000005
CID100004158,methylphenidate,Mediastinal disorder,0.06755555555555555
CID100004158,methylphenidate,Motion sickness,0.01
CID100004158,methylphenidate,Mydriasis,0.0005
CID100004158,methylphenidate,Nasopharyngitis,0.035791925
CID100004158,methylphenidate,Nausea,0.1526189
CID100004158,methylphenidate,Nervous system disorder,0.19329166666666667
CID100004158,methylphenidate,Nervousness,0.11025000000000001
CID100004158,methylphenidate,Tension,0.0459
CID100004158,methylphenidate,Neuroleptic malignant syndrome,0.00035000000000000005
CID100004158,methylphenidate,Obsessive-compulsive disorder,0.0005
CID100004158,methylphenidate,Pain,0.010499999999999999
CID100004158,methylphenidate,Palpitations,0.08528571428571428
CID100004158,methylphenidate,Pancreatitis,0.0005
CID100004158,methylphenidate,Pancytopenia,0.0005
CID100004158,methylphenidate,Paraesthesia,0.004166666666666667
CID100004158,methylphenidate,Priapism,0.0005
CID100004158,methylphenidate,Pruritus,0.1071
CID100004158,methylphenidate,Tension headache,0.0075
CID100004158,methylphenidate,Psychotic disorder,0.00035000000000000005
CID100004158,methylphenidate,Convulsion,0.000275
CID100004158,methylphenidate,Sinusitis,0.0115
CID100004158,methylphenidate,Stevens-Johnson syndrome,0.0005
CID100004158,methylphenidate,Cerebrovascular accident,5e-05
CID100004158,methylphenidate,Completed suicide,0.0005
CID100004158,methylphenidate,Suicide attempt,0.0005
CID100004158,methylphenidate,Swelling,0.0005
CID100004158,methylphenidate,Tachycardia,0.068010065
CID100004158,methylphenidate,Supraventricular tachycardia,0.0005
CID100004158,methylphenidate,Thirst,0.012
CID100004158,methylphenidate,Thrombocytopenia,0.000275
CID100004158,methylphenidate,Toothache,0.505
CID100004158,methylphenidate,Tourette's disorder,0.00035000000000000005
CID100004158,methylphenidate,Tremor,0.11539999999999999
CID100004158,methylphenidate,Ulcer,0.0005
CID100004158,methylphenidate,Erythema,0.0005
CID100004158,methylphenidate,Upper respiratory tract infection,0.014499999999999999
CID100004158,methylphenidate,Urticaria,0.16866666666666666
CID100004158,methylphenidate,Angiopathy,0.0005
CID100004158,methylphenidate,Vasculitis,5e-05
CID100004158,methylphenidate,Vertigo,0.01
CID100004158,methylphenidate,Vomiting,0.05896891176470588
CID100004158,methylphenidate,Weight increased,0.0005
CID100004158,methylphenidate,Weight decreased,0.080718
CID100004158,methylphenidate,Dry mouth,0.14055555555555557
CID100004158,methylphenidate,Sudden cardiac death,0.0005
CID100004158,methylphenidate,Agitation,0.07125277777777778
CID100004158,methylphenidate,Mood swings,0.013600000000000001
CID100004158,methylphenidate,Affect lability,0.020889071999999998
CID100004158,methylphenidate,Hepatic function abnormal,0.00035000000000000005
CID100004158,methylphenidate,Panic attack,0.008
CID100004158,methylphenidate,Migraine,0.0005
CID100004158,methylphenidate,Application site reaction,0.02
CID100004158,methylphenidate,Ventricular extrasystoles,0.0005
CID100004158,methylphenidate,Growth retardation,0.0005
CID100004158,methylphenidate,Eye pain,0.01
CID100004158,methylphenidate,Blood alkaline phosphatase increased,0.0005
CID100004158,methylphenidate,Alanine aminotransferase increased,0.005
CID100004158,methylphenidate,Accommodation disorder,0.0005
CID100004158,methylphenidate,Malnutrition,0.171125
CID100004158,methylphenidate,Dermatitis contact,0.0005
CID100004158,methylphenidate,Skin hyperpigmentation,0.0005
CID100004158,methylphenidate,Leukoderma,0.0005
CID100004158,methylphenidate,Skin disorder,0.0105
CID100004158,methylphenidate,Scab,0.0005
CID100004158,methylphenidate,Drug eruption,0.0005
CID100004158,methylphenidate,Abdominal pain upper,0.052918019999999996
CID100004158,methylphenidate,Discomfort,0.0005
CID100004158,methylphenidate,Myalgia,0.0005
CID100004158,methylphenidate,Muscle twitching,0.0005
CID100004158,methylphenidate,Abdominal discomfort,0.013
CID100004158,methylphenidate,Disorientation,0.0005
CID100004158,methylphenidate,Abnormal behaviour,0.0005
CID100004158,methylphenidate,"Hallucination, auditory",0.0005
CID100004158,methylphenidate,"Hallucination, visual",0.0005
CID100004158,methylphenidate,"Hallucination, tactile",5e-05
CID100004158,methylphenidate,Choreoathetosis,5e-05
CID100004158,methylphenidate,Chest discomfort,0.0005
CID100004158,methylphenidate,Therapeutic response decreased,0.0005
CID100004158,methylphenidate,Hepatic enzyme increased,0.0005
CID100004158,methylphenidate,Skin exfoliation,0.0005
CID100004158,methylphenidate,Erectile dysfunction,0.006500000000000001
CID100004158,methylphenidate,Oropharyngeal pain,0.013333333333333334
CID100004158,methylphenidate,Peripheral coldness,0.0005
CID100004158,methylphenidate,Blood bilirubin increased,0.0005
CID100004158,methylphenidate,Induration,0.0005
CID100004158,methylphenidate,Papule,0.0005
CID100004158,methylphenidate,Mania,0.0005
CID100004158,methylphenidate,Extrasystoles,0.0005
CID100004158,methylphenidate,Vision blurred,0.007666666666666666
CID100004158,methylphenidate,Depressed mood,0.017721428571428572
CID100004158,methylphenidate,Feeling hot,0.0005
CID100004158,methylphenidate,Platelet count decreased,0.0005
CID100004158,methylphenidate,Hyperpyrexia,0.0005
CID100004158,methylphenidate,Initial insomnia,0.028999999999999998
CID100004158,methylphenidate,Suicidal ideation,0.0005
CID100004158,methylphenidate,Hyperkinesia,0.000275
CID100004158,methylphenidate,Bradycardia,0.0005
CID100004158,methylphenidate,Blood pressure increased,0.011
CID100004158,methylphenidate,Drug effect decreased,0.0005
CID100004158,methylphenidate,Visual impairment,0.0005
CID100004158,methylphenidate,Feeling jittery,0.2595
CID100004158,methylphenidate,Auricular swelling,0.0005
CID100004158,methylphenidate,Reversible ischaemic neurological deficit,0.0005
CID100004158,methylphenidate,White blood cell count abnormal,0.0005
CID100004158,methylphenidate,Hot flush,0.0095
CID100004158,methylphenidate,Menopausal symptoms,0.0095
CID100004158,methylphenidate,Drug interaction,0.0005
CID100004158,methylphenidate,Infestation,0.025750000000000002
CID100004158,methylphenidate,Sleep disorder,0.505
CID100004158,methylphenidate,Thrombocytopenic purpura,0.00035000000000000005
CID100004158,methylphenidate,Laryngeal pain,0.02525
CID100004158,methylphenidate,Muscle tightness,0.010666666666666666
CID100004158,methylphenidate,Insomnia,0.06969779615384616
CID100004158,methylphenidate,Blood pressure fluctuation,0.505
CID100004158,methylphenidate,Vasculitis necrotising,0.0005
CID100004158,methylphenidate,Suicidal behaviour,0.0005
CID100004158,methylphenidate,Cerebral haemorrhage,5e-05
CID100004158,methylphenidate,Logorrhoea,0.0005
CID100004158,methylphenidate,Nasal congestion,0.016666666666666666
CID100004168,metoclopramide,Agranulocytosis,0.0005
CID100004168,metoclopramide,Amenorrhoea,0.0005
CID100004168,metoclopramide,Angioedema,0.0005
CID100004168,metoclopramide,Asthma,0.0005
CID100004168,metoclopramide,Atrioventricular block,0.0005
CID100004168,metoclopramide,Bronchospasm,0.0005
CID100004168,metoclopramide,Confusional state,0.0005
CID100004168,metoclopramide,Feeling abnormal,0.0005
CID100004168,metoclopramide,Diarrhoea,0.0005
CID100004168,metoclopramide,Dizziness,0.0005
CID100004168,metoclopramide,Somnolence,0.0005
CID100004168,metoclopramide,Dyspnoea,0.0005
CID100004168,metoclopramide,Rash,0.0005
CID100004168,metoclopramide,Dermatitis,0.0005
CID100004168,metoclopramide,Extrapyramidal disorder,0.0005
CID100004168,metoclopramide,Fatigue,0.0005
CID100004168,metoclopramide,Asthenia,0.0005
CID100004168,metoclopramide,Gynaecomastia,0.0005
CID100004168,metoclopramide,Hallucination,0.0005
CID100004168,metoclopramide,Headache,0.0005
CID100004168,metoclopramide,Cardiac failure congestive,0.0005
CID100004168,metoclopramide,Hyperprolactinaemia,0.0005
CID100004168,metoclopramide,Hypersensitivity,0.0005
CID100004168,metoclopramide,Hypertension,0.0005
CID100004168,metoclopramide,Hypotension,0.0005
CID100004168,metoclopramide,Incontinence,0.0005
CID100004168,metoclopramide,Jaundice,0.0005
CID100004168,metoclopramide,Laryngeal oedema,0.0005
CID100004168,metoclopramide,Laryngospasm,0.0005
CID100004168,metoclopramide,Leukopenia,0.0005
CID100004168,metoclopramide,Methaemoglobinaemia,0.0005
CID100004168,metoclopramide,Nausea,0.0005
CID100004168,metoclopramide,Neuroleptic malignant syndrome,0.0005
CID100004168,metoclopramide,Neutropenia,0.0005
CID100004168,metoclopramide,Porphyrin metabolism disorder,0.0005
CID100004168,metoclopramide,Convulsion,0.0005
CID100004168,metoclopramide,Stridor,0.0005
CID100004168,metoclopramide,Sulphaemoglobinaemia,0.0005
CID100004168,metoclopramide,Supraventricular tachycardia,0.0005
CID100004168,metoclopramide,Torticollis,0.0005
CID100004168,metoclopramide,Tremor,0.0005
CID100004168,metoclopramide,Trismus,0.0005
CID100004168,metoclopramide,Pollakiuria,0.0005
CID100004168,metoclopramide,Urticaria,0.0005
CID100004168,metoclopramide,Agitation,0.0005
CID100004168,metoclopramide,Oculogyric crisis,0.0005
CID100004168,metoclopramide,Cogwheel rigidity,0.0005
CID100004168,metoclopramide,Opisthotonus,0.0005
CID100004168,metoclopramide,Depression suicidal,0.0005
CID100004168,metoclopramide,Bradykinesia,0.0005
CID100004168,metoclopramide,Tetanus,0.0005
CID100004168,metoclopramide,Hepatotoxicity,0.0005
CID100004168,metoclopramide,Galactorrhoea,0.0005
CID100004168,metoclopramide,Grimacing,0.0005
CID100004168,metoclopramide,Protrusion tongue,0.0005
CID100004168,metoclopramide,Erectile dysfunction,0.0005
CID100004168,metoclopramide,Fluid retention,0.0005
CID100004168,metoclopramide,Akathisia,0.0005
CID100004168,metoclopramide,Masked facies,0.0005
CID100004168,metoclopramide,Dyskinesia,0.0005
CID100004168,metoclopramide,Bradycardia,0.0005
CID100004168,metoclopramide,Dystonia,0.0005
CID100004168,metoclopramide,Visual impairment,0.0005
CID100004168,metoclopramide,Tardive dyskinesia,0.0005
CID100004168,metoclopramide,Insomnia,0.0005
CID100004170,metolazone,Arthralgia,0.031
CID100004170,metolazone,Musculoskeletal discomfort,0.031
CID100004170,metolazone,Asthenia,0.044
CID100004170,metolazone,Chest pain,0.027
CID100004170,metolazone,Dizziness,0.102
CID100004170,metolazone,Fatigue,0.044000000000000004
CID100004170,metolazone,Headache,0.093
CID100004170,metolazone,Lethargy,0.044
CID100004170,metolazone,Muscle spasms,0.058
CID100004170,metolazone,Swelling,0.031
CID100004170,metolazone,Malaise,0.044
CID100004170,metolazone,Discomfort,0.03266666666666667
CID100004170,metolazone,Feeling abnormal,0.044
CID100004170,metolazone,Ill-defined disorder,0.044
CID100004171,metoprolol,Gastrointestinal pain,0.505
CID100004171,metoprolol,Abdominal pain,0.505
CID100004171,metoprolol,Agranulocytosis,0.0005
CID100004171,metoprolol,Alopecia,0.0003875
CID100004171,metoprolol,Amnesia,0.000275
CID100004171,metoprolol,Angina pectoris,5e-05
CID100004171,metoprolol,Anxiety,0.0005
CID100004171,metoprolol,Arrhythmia,0.0005
CID100004171,metoprolol,Arterial insufficiency,0.25275
CID100004171,metoprolol,Arthralgia,0.16851666666666668
CID100004171,metoprolol,Musculoskeletal discomfort,0.16851666666666668
CID100004171,metoprolol,Arthritis,5e-05
CID100004171,metoprolol,Asthenia,0.5275000000000001
CID100004171,metoprolol,Atrioventricular block,0.003833333333333333
CID100004171,metoprolol,Bronchospasm,0.0021666666666666666
CID100004171,metoprolol,Catatonia,0.0005
CID100004171,metoprolol,Chest pain,0.0016374999999999998
CID100004171,metoprolol,Confusional state,0.000275
CID100004171,metoprolol,Feeling abnormal,0.000275
CID100004171,metoprolol,Conjunctivitis,0.0005
CID100004171,metoprolol,Constipation,0.16866666666666666
CID100004171,metoprolol,Deafness,5e-05
CID100004171,metoprolol,Disturbance in sexual arousal,0.0005
CID100004171,metoprolol,Libido decreased,0.0005
CID100004171,metoprolol,Depression,0.0021666666666666666
CID100004171,metoprolol,Diabetes mellitus,5e-05
CID100004171,metoprolol,Diarrhoea,0.25275
CID100004171,metoprolol,Dizziness,0.19643750000000001
CID100004171,metoprolol,Dysgeusia,0.0005
CID100004171,metoprolol,Dyspnoea,0.25275
CID100004171,metoprolol,Oedema,0.003
CID100004171,metoprolol,Rash,0.17033333333333334
CID100004171,metoprolol,Dermatitis,0.17033333333333334
CID100004171,metoprolol,Fatigue,0.5275000000000001
CID100004171,metoprolol,Flatulence,0.25275
CID100004171,metoprolol,Gangrene,5e-05
CID100004171,metoprolol,Hallucination,0.000275
CID100004171,metoprolol,Headache,0.25275
CID100004171,metoprolol,Cardiac failure,0.14425
CID100004171,metoprolol,Dyspepsia,0.25275
CID100004171,metoprolol,Hepatitis,0.000275
CID100004171,metoprolol,Hyperhidrosis,0.0011083333333333333
CID100004171,metoprolol,Hypertension,0.505
CID100004171,metoprolol,Hypotension,0.16883333333333336
CID100004171,metoprolol,Orthostatic hypotension,0.337
CID100004171,metoprolol,Intermittent claudication,5e-05
CID100004171,metoprolol,Laryngospasm,0.0005
CID100004171,metoprolol,Muscle spasms,0.127875
CID100004171,metoprolol,Musculoskeletal pain,0.000275
CID100004171,metoprolol,Nausea,0.25275
CID100004171,metoprolol,Nervousness,0.0005
CID100004171,metoprolol,Tension,0.0005
CID100004171,metoprolol,Nightmare,0.0021666666666666666
CID100004171,metoprolol,Palpitations,0.16866666666666666
CID100004171,metoprolol,Paraesthesia,0.0021666666666666666
CID100004171,metoprolol,Peyronie's disease,0.000275
CID100004171,metoprolol,Personality disorder,5e-05
CID100004171,metoprolol,Pruritus,0.25275
CID100004171,metoprolol,Psoriasis,0.00035
CID100004171,metoprolol,Raynaud's phenomenon,0.0005
CID100004171,metoprolol,Retroperitoneal fibrosis,5e-05
CID100004171,metoprolol,Rhinitis,0.000275
CID100004171,metoprolol,Shock,0.25275
